"1","4",
"5","4",
"7","3",
"8","4",
"10","3",
"11","3",
"12","3",
"14","4",
"16","3",
"17","3",
"18","3",
"23","4",
"24","4",
"25","3",
"27","4",
"28","3",
"29","3",
"30","4",
"31","1",
"32","3",
"35","4",
"36","3",
"37","3",
